REGIONE,COMUNE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA
LAZIO,ROMA,ROMA,RMIC8GR00L,IC PABLO NERUDA,RMIC8GR00L,IC PABLO NERUDA,VIA CASAL DEL MARMO N.212,00135,ISTITUTO COMPRENSIVO
LAZIO,CITTADUCALE,RIETI,RIIC82000E,"I.C. ""VALLE DEL VELINO""",RIEE82002N,CITTADUCALE,VIA CAVALIERI DI VITTORIO VENETO2,02015,SCUOLA PRIMARIA
LAZIO,GUIDONIA MONTECELIO,ROMA,RMIC89900T,IC ALBERTO MANZI-GUIDONIA,RMAA89903R,GUIDONIA MONTECELIO - VILLALBA,VIA PALERMO,00012,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8GA002,IC VIA P. STABILINI,RMEE8GA014,FEDERICO FELLINI,VIA P. STABILINI 19,00173,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIS08100R,ENZO FERRARI,RMTD08151C,PERCORSO II LIVELLO DA VERRAZZANO,VIA CONTARDO FERRINI N. 83 - TEL. 06/121122505,00173,ISTITUTO TECNICO COMMERCIALE
LAZIO,ROMA,ROMA,RMIC8GF005,IC VIA DEL CALICE,RMAA8GF012,VIA AMANTEA,VIA AMANTEA 1,00178,SCUOLA INFANZIA
LAZIO,APRILIA,LATINA,LTIC82200N,I.C. GIOVANNI PASCOLI,LTIC82200N,I.C. GIOVANNI PASCOLI,VIA DELLE PALME 13/15,04011,ISTITUTO COMPRENSIVO
LAZIO,NETTUNO,ROMA,RMIC8D1006,IC NETTUNO II,RMIC8D1006,IC NETTUNO II,VIA CAP. D. CANDUCCI 29,00048,ISTITUTO COMPRENSIVO
LAZIO,LEONESSA,RIETI,RIIC806008,LEONESSA,RIEE80601A,LEONESSA,VIALE ALDO MORO 8,02016,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8EU008,I.C. VIA ANAGNI,RMIC8EU008,I.C. VIA ANAGNI,VIA ANAGNI 48,00171,ISTITUTO COMPRENSIVO
LAZIO,FONDI,LATINA,LTIC85700L,SOTTOTENENTE ALFREDO ASPRI,LTAA85702E,M.PIA DI SAVOIA (CAPOLUOGO),VIA EDIFICIO SCOLASTICO 1,04022,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8GW005,IC CLAUDIO ABBADO,RMAA8GW023,LEONARDA VACCARI,VIALE ANGELICO 22,00195,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMRH07000D,VINCENZO GIOBERTI,RMRH07000D,VINCENZO GIOBERTI,VIA DELLA PAGLIA 50,00153,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE
LAZIO,ROMA,ROMA,RMIC8CN00V,"IC ""SAN VITTORINO-CORCOLLE""",RMAA8CN01Q,CORCOLLE SUD,VIA SPINETOLI 96/98,00132,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC813002,"""MARIA MONTESSORI""",RMIC813002,"""MARIA MONTESSORI""",V.LE ADRIATICO 140,00141,ISTITUTO COMPRENSIVO
LAZIO,BRACCIANO,ROMA,RMIS048005,LUCA PACIOLO,RMTD04850Q,"PERCORSO II LIV. ""LUCA PACIOLO""",VIA PIAVE 22,00062,ISTITUTO TECNICO COMMERCIALE
LAZIO,ISOLA DEL LIRI,FROSINONE,FRIC83200L,I.C. ISOLA DEL LIRI,FRAA83206P,BORGONUOVO,ZONA S. CARLO,03036,SCUOLA INFANZIA
LAZIO,MONTE COMPATRI,ROMA,RMIC8AC002,PAOLO BORSELLINO,RMEE8AC014,MONTECOMPATRI C.U.,VIA SERRANTI 1,00040,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8G5009,IC VIA MAFFI,RMMM8G503C,DON G.MOROSINI SEZ.OSP. GEMELLI,L.GO A.GEMELLI,00168,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8BY00L,M.RICCI VIA CINA 4,RMMM8BY01N,VIALE CAMILLO SABATINI 111,VIALE CAMILLO SABATINI 111,00144,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8FT003,"""GIANICOLO""",RMIC8FT003,"""GIANICOLO""",LARGO A. ORIANI 1,00152,ISTITUTO COMPRENSIVO
LAZIO,CASSINO,FROSINONE,FRIS007004,"I.I.S. ""SAN BENEDETTO"" CASSINO",FRTD00701A,"I.T.C.G. ""MED. ORO CITTA DI CASSINO""",VIA GARI SNC,03043,ISTITUTO TECNICO COMMERCIALE
LAZIO,ROMA,ROMA,RMPS19000T,LICEO SCIENTIFICO KEPLERO,RMPS19000T,LICEO SCIENTIFICO KEPLERO,VIA SILVESTRO GHERARDI N.87/89,00146,LICEO SCIENTIFICO
LAZIO,ROCCA PRIORA,ROMA,RMIC8AP00T,D. CAMBELLOTTI - SEDE CENTRALE,RMAA8AP02Q,D. CAMBELLOTTI - INFANZIA C.F.,PIAZZA CAPRANICA,00040,SCUOLA INFANZIA
LAZIO,ALBANO LAZIALE,ROMA,RMIC8AX006,"""ANTONIO GRAMSCI""",RMAA8AX024,ANTONIO GRAMSCI,VIA COMO,00040,SCUOLA INFANZIA
LAZIO,VALENTANO,VITERBO,VTIS01600Q,"IST. OMNICOMPRENSIVO ""F.LLI AGOSTI""",VTTD016012,IST. TECNICO VALENTANO - F.LLI AGOSTI,VIA DEL MONTE NERO,01018,IST TECNICO ECONOMICO E TECNOLOGICO
LAZIO,ROMA,ROMA,RMIC8GL00N,I.C. VIA SORISO,RMAA8GL01E,PAPA WOJTYLA,VIA SORISO 41,00166,SCUOLA INFANZIA
LAZIO,POGGIO MIRTETO,RIETI,RIIS008004,"I.I.S. ""GREGORIO DA CATINO""",RIIS008004,"I.I.S. ""GREGORIO DA CATINO""",VIA GIUSEPPE FELICI,02047,ISTITUTO SUPERIORE
LAZIO,LATINA,LATINA,LTIC84800T,LEONARDO DA VINCI-RODARI,LTMM84801V,LEONARDO DA VINCI,VIALE GIORGIO DE CHIRICO SNC,04100,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8EU008,I.C. VIA ANAGNI,RMAA8EU015,VIA ANAGNI,VIA ANAGNI,00171,SCUOLA INFANZIA
LAZIO,CAPRAROLA,VITERBO,VTIC812008,I.C. FABRICA DI ROMA,VTEE81204D,BONAFEDE LORENZO,VIALE DELLA REPUBBLICA SNC,01032,SCUOLA PRIMARIA
LAZIO,CIVITAVECCHIA,ROMA,RMIS10100R,VIA DELL'IMMACOLATA 47,RMSD10101N,PERC. II LIV SEZ CARC VIA DELL'IMMACOLAT,CASA CIRCONDARIALE,00053,ISTITUTO D'ARTE
LAZIO,ROMA,ROMA,RMIC8BZ00C,LEONARDO VINCI,RMEE8BZ02P,VIA DELL'ELETTRONICA,VIA ELETTRONICA 3,00144,SCUOLA PRIMARIA
LAZIO,PROSSEDI,LATINA,LTIC83600G,"I.C. ""S.TOMMASO D'AQUINO""",LTEE83605T,VIA P.SSA GABRIELLI (CAPOLUOGO),VIA P.SSA GABRIELLI,04010,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC82700X,MELISSA BASSI,RMIC82700X,MELISSA BASSI,VIA DELL'ARCHEOLOGIA 137,00133,ISTITUTO COMPRENSIVO
LAZIO,AQUINO,FROSINONE,FRIC82300T,I. C. AQUINO,FRMM82301V,"S.M.""S.TOMMASO D'AQUINO"" AQUINO",VIALE ALESSANDRO MANZONI,03031,SCUOLA PRIMO GRADO
LAZIO,BRACCIANO,ROMA,RMIS048005,LUCA PACIOLO,RMPS04801G,LIC. SCIENTIFICO,VIA PIAVE 22,00062,LICEO SCIENTIFICO
LAZIO,ACCUMOLI,RIETI,RIIC81100Q,I. OMNICOMPRENSIVO DI AMATRICE,RIAA81101L,ACCUMOLI,VIALE DELLE RIMEMBRANZE,02011,SCUOLA INFANZIA
LAZIO,FROSINONE,FROSINONE,FRIC86000R,I.C. 3^ FROSINONE,FRIC86000R,I.C. 3^ FROSINONE,VIA FOSSE ARDEATINE 14,03100,ISTITUTO COMPRENSIVO
LAZIO,CAPENA,ROMA,RMIC868006,CAPENA,RMEE868029,CAPENA- S. MARTA,VIA PROVINCIALE 2 ANG. VIA TIBERINA,00060,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC80800E,I.C. REGINA MARGHERITA,RMAA80801B,REGINA MARGHERITA - INFANZIA,VIA MADONNA DELL'ORTO 2,00153,SCUOLA INFANZIA
LAZIO,CASPERIA,RIETI,RIIC823002,ANTONIO MALFATTI - CONTIGLIANO,RIAA823053,CASPERIA,PIAZZA ODDO VALERIANI S.N.C.,02041,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8FF00E,IC POGGIALI-SPIZZICHINO,RMMM8FF01G,"""SETTIMIA SPIZZICHINO""",VIA SALVATORE DI GIACOMO 13,00142,SCUOLA PRIMO GRADO
LAZIO,CASSINO,FROSINONE,FRIS007004,"I.I.S. ""SAN BENEDETTO"" CASSINO",FRTA007043,IST.TECN.AGRARIO ASS IIS MEDAGLIA ORO,VIA CASILINA NORD SNC,03043,ISTITUTO TECNICO AGRARIO
LAZIO,TIVOLI,ROMA,RMTF010006,ITTS ALESSANDRO VOLTA TIVOLI,RMTF01050G,PERCORSO II LIVELLO VOLTA,VIA SANTA AGNESE 46,00019,ISTITUTO TECNICO INDUSTRIALE
LAZIO,ROMA,ROMA,RMIC848001,VIA L. RIZZO 1,RMEE848024,VICO,P.LE EROI 14,00136,SCUOLA PRIMARIA
LAZIO,VITERBO,VITERBO,VTIC833009,I.C. CANEVARI VITERBO,VTAA833049,LOC. TOBIA,STRADA TOBIA,01100,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8EY00G,VIA LUCA GHINI,RMAA8EY03E,EMILY DICKINSON,VIA LUIGI NONO 37,00155,SCUOLA INFANZIA
LAZIO,POLI,ROMA,RMIC8AB006,GALLICANO NEL LAZIO VIA TRE NOV,RMAA8AB024,POLI,VIA TIVOLI,00010,SCUOLA INFANZIA
LAZIO,FORMIA,LATINA,LTIC818002,I.C. ALIGHIERI FORMIA-VENTOTENE,LTAA818042,LOC.VINDICIO,VIA VINDICIO,04023,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC82700X,MELISSA BASSI,RMEE827023,VIA ASPERTINI,VIA ASPERTINI 325,00133,SCUOLA PRIMARIA
LAZIO,VEROLI,FROSINONE,FRIC86100L,I.C. 1^ VEROLI,FRAA86106P,SANTA FRANCESCA,VIA SANTA FRANCESCA,03029,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIS10800G,VIA SILVESTRI 301,RMTD108506,VIA SILVESTRI - PERC. II LIV.,Non Disponibile,Non Disponibile,IST TEC COMMERCIALE E PER GEOMETRI
LAZIO,ROMA,ROMA,RMIC8GS00T,IC OCTAVIA,RMAA8GS01P,ANTONIO BERTOLOTTI,VIA G. MAZZATINTI 37,00135,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8CH00A,VIA SALVATORE PINCHERLE 140,RMEE8CH02D,MALASPINA,VIA A.PIO 84,00145,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMPM040001,CAETANI,RMPM040001,CAETANI,VIALE MAZZINI 36,00195,ISTITUTO MAGISTRALE
LAZIO,NETTUNO,ROMA,RMIC8D1006,IC NETTUNO II,RMAA8D1013,H.C.ANDERSEN,VIA DELL'OLMO,00048,SCUOLA INFANZIA
LAZIO,PIEDIMONTE SAN GERMANO,FROSINONE,FRIC82500D,I.C. PIEDIMONTE SAN GERMANO,FREE82502L,PIEDIMONTE S.G.-CAPOLUOGO,PIAZZA MUNICIPIO,03030,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8FL003,IC VIA MAR DEI CARAIBI,RMEE8FL015,MAR DEI CARAIBI,VIA MAR DEI CARAIBI 30,00122,SCUOLA PRIMARIA
LAZIO,FORMIA,LATINA,LTIC812003,IST. COMPRENSIVO P. MATTEJ,LTAA812032,SCUOLA INFANZIA S. PIETRO,VIA PALAZZO 161,04023,SCUOLA INFANZIA
LAZIO,MARINO,ROMA,RMIC8A7009,PRIMO LEVI,RMMM8A701A,PRIMO LEVI - MARINO,VIA PALAVERTA 69,00040,SCUOLA PRIMO GRADO
LAZIO,MENTANA,ROMA,RMIC8DP005,IC CITTA'DEI BAMBINI,RMEE8DP017,MENTANA - C.U.,VIA S. GIORGIO 25,00013,SCUOLA PRIMARIA
LAZIO,SANT'ANGELO ROMANO,ROMA,RMIC89900T,IC ALBERTO MANZI-GUIDONIA,RMMM89902X,SANT'ANGELO ROMANO,VIA A. DE GASPERI SNC,00010,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8GF005,IC VIA DEL CALICE,RMEE8GF017,APPIO CLAUDIO,VIA AMANTEA,00178,SCUOLA PRIMARIA
LAZIO,APRILIA,LATINA,LTIC82200N,I.C. GIOVANNI PASCOLI,LTMM82201P,PASCOLI,VIA DELLE PALME,04011,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIS08100R,ENZO FERRARI,RMTD081013,DA VERRAZANO,VIA CONTARDO FERRINI N. 83- TEL. 06 121122505,00173,ISTITUTO TECNICO COMMERCIALE
LAZIO,FONDI,LATINA,LTIC85700L,SOTTOTENENTE ALFREDO ASPRI,LTIC85700L,SOTTOTENENTE ALFREDO ASPRI,VIA DEGLI OSCI 1,04022,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8GW005,IC CLAUDIO ABBADO,RMMM8GW016,GIOVANNI XXIII,V.LE MEDAGLIE D'ORO 419/G,00136,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC81400T,DANIELE MANIN,RMEE81401X,DI DONATO,VIA NINO BIXIO 85,00185,SCUOLA PRIMARIA
LAZIO,POFI,FROSINONE,FRIC814003,I.C. CASTRO DEI VOLSCI,FREE814048,"POFI CAPOLUOGO ""R.SCURPA""",VIA GIARDINO,03026,SCUOLA PRIMARIA
LAZIO,LEONESSA,RIETI,RIIC806008,LEONESSA,RIAA806026,LEONESSA,VIALE ALDO MORO 8,02016,SCUOLA INFANZIA
LAZIO,POGGIO NATIVO,RIETI,RIIC81700P,"""PROF. FERRUCCIO ULIVI""",RIEE817095,CASALI DI POGGIO NATIVO,VIA ARCHIPIGLIONE,02030,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8CP00E,IC CASTELVERDE,RMMM8CP01G,VIA CITTA S.ANGELO 31,VIA CITTA S.ANGELO 31,00132,SCUOLA PRIMO GRADO
LAZIO,FARNESE,VITERBO,VTIC80100T,"I.C. "" PAOLO RUFFINI""",VTAA80101P,SCUOLA INFANZIA DI FARNESE,CORSO VITTORIO EMANUELE 72,01010,SCUOLA INFANZIA
LAZIO,MONTE SAN GIOVANNI CAMPANO,FROSINONE,FRIC83300C,I.C. 1^ M.S. GIOVANNI CAMPANO,FRAA83305D,MONTE S.G.C. COLLI,VIA S.FILOMENA,03030,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8G5009,IC VIA MAFFI,RMMM8G505E,OSP UMBERTO I - CL. PEDIATRICA,V.LE DEL POLICLINICO,00161,SCUOLA PRIMO GRADO
LAZIO,COLLE SAN MAGNO,FROSINONE,FRIC82300T,I. C. AQUINO,FREE823043,COLLE S.MAGNO CAPOLUOGO,CORSO GARIBALDI SNC,03030,SCUOLA PRIMARIA
LAZIO,MARINO,ROMA,RMIC8A7009,PRIMO LEVI,RMIC8A7009,PRIMO LEVI,VIA PALAVERTA 69,00040,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8FU00V,"I.C. ""MARGHERITA HACK""",RMAA8FU01Q,R. SANZIO - VIA DEL CASALETTO,VIA DEL CASALETTO 599,00151,SCUOLA INFANZIA
LAZIO,TIVOLI,ROMA,RMPS200007,LAZZARO SPALLANZANI,RMPS200007,LAZZARO SPALLANZANI,VIA RIVELLESE 1,00019,LICEO SCIENTIFICO
LAZIO,CASSINO,FROSINONE,FRIC855009,I. C. 3 CASSINO,FRAA855038,CASSINO COLOSSEO,VIA MONTECIFALCO,03043,SCUOLA INFANZIA
LAZIO,ALATRI,FROSINONE,FRIC80800Q,"I.C. ""E. DANTI"" ALATRI",FREE80803X,FELICE CATALDI ALATRI,VIALE DANIMARCA,03011,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8EU008,I.C. VIA ANAGNI,RMMM8EU019,GIUSEPPE TONIOLO,VIA ANAGNI 46,00171,SCUOLA PRIMO GRADO
LAZIO,ALBANO LAZIALE,ROMA,RMIC8AX006,"""ANTONIO GRAMSCI""",RMEE8AX018,ALBANO - CANCELLIERA,VIA PANTANELLE,00040,SCUOLA PRIMARIA
LAZIO,SAN VITTORE DEL LAZIO,FROSINONE,FRIC843003,I.C. CERVARO,FREE843048,S.VITTORE LAZIO S.CESAREO,VIA STAZIONE,03040,SCUOLA PRIMARIA
LAZIO,CIVITAVECCHIA,ROMA,RMIS10100R,VIA DELL'IMMACOLATA 47,RMPC101014,PADRE ALBERTO GUGLIELMOTTI,VIA DELL'IMMACOLATA 47,00053,LICEO CLASSICO
LAZIO,BAGNOREGIO,VITERBO,VTIS01600Q,"IST. OMNICOMPRENSIVO ""F.LLI AGOSTI""",VTTA01601G,"IST. TECNICO AGRARIO ""F.LLI AGOSTI""",VIALE FRATELLI AGOSTI 7,01022,ISTITUTO TECNICO AGRARIO
LAZIO,ROMA,ROMA,RMIC8BZ00C,LEONARDO VINCI,RMAA8BZ019,VIA LIONE,VIA LIONE S.N.C.,00144,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC81400T,DANIELE MANIN,RMMM81401V,DANIELE MANIN,VIA DELL'OLMATA 6,00184,SCUOLA PRIMO GRADO
LAZIO,MONTEROTONDO,ROMA,RMIS049001,PIAZZA RESISTENZA 1,RMTD049017,VIA TIRSO S.N.C. SEDE ASSOCIATA,VIA TIRSO S.N.C.,00015,IST TEC COMMERCIALE E PER GEOMETRI
LAZIO,ROMA,ROMA,RMIC80800E,I.C. REGINA MARGHERITA,RMMM80801G,U. FOSCOLO,VIA MADONNA DELL'ORTO 2,00153,SCUOLA PRIMO GRADO
LAZIO,BORGOROSE,RIETI,RIIC81900A,I. OMNICOMPRENSIVO BORGOROSE,RIAA819028,FRAZ. CORVARO,Non Disponibile,02020,SCUOLA INFANZIA
LAZIO,MONTASOLA,RIETI,RIIC823002,ANTONIO MALFATTI - CONTIGLIANO,RIEE823069,MONTASOLA,VIA FORCELLA SNC,02040,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC869002,DOMENICO PURIFICATO,RMAA86901V,VIA DRAGO,VIA DRAGO 108,00143,SCUOLA INFANZIA
LAZIO,CASSINO,FROSINONE,FRIS007004,"I.I.S. ""SAN BENEDETTO"" CASSINO",FRRH007029,CASA CIRCONDARIALE,VIA SFERRACAVALLI 3,03043,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE
LAZIO,ROMA,ROMA,RMIC85100R,W. A. MOZART,RMEE85102X,MOZART-PRIMARIA C. PORZIANO 1,VIALE DI CASTEL PORZIANO 512,00124,SCUOLA PRIMARIA
LAZIO,VITERBO,VITERBO,VTIC833009,I.C. CANEVARI VITERBO,VTAA833027,"SCUOLA DELL'INFANZIA ""A. MANZI""",VIA MARCHE 4,01100,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMEE17200R,"SC.EL.ANNESSA C.N.""V.EM.LE II""",RMEE17200R,"SC.EL.ANNESSA C.N.""V.EM.LE II""",PIAZZA MONTE GRAPPA 5,00195,SCUOLA PRIMARIA
LAZIO,TIVOLI,ROMA,RMTF010006,ITTS ALESSANDRO VOLTA TIVOLI,RMTF010006,ITTS ALESSANDRO VOLTA TIVOLI,VIA SANTA AGNESE 46,00019,ISTITUTO TECNICO INDUSTRIALE
LAZIO,PALIANO,FROSINONE,FRIS01300B,"I.I.S. ""G. MARCONI"" ANAGNI",FRRH01301G,I.P.S.S.E.O.A. PALIANO,LOCALITA' SAN PROCOLO S.N.C.,03018,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE
LAZIO,CISTERNA DI LATINA,LATINA,LTIS00100R,I.I.S. CAMPUS DEI LICEI - M. RAMADU'-,LTPS001028,IIS CAMPUS DEI LICEI RAMADU'-POLO LICEAL,VIA RIMINI 1,04012,LICEO SCIENTIFICO
LAZIO,POLI,ROMA,RMIC8AB006,GALLICANO NEL LAZIO VIA TRE NOV,RMEE8AB029,POLI,VIA TIVOLI 28,00010,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8BZ00C,LEONARDO VINCI,RMEE8BZ01E,VIA LIONE,VIA LIONE SNC,00144,SCUOLA PRIMARIA
LAZIO,FORMIA,LATINA,LTIC818002,I.C. ALIGHIERI FORMIA-VENTOTENE,LTIC818002,I.C. ALIGHIERI FORMIA-VENTOTENE,VIA DIVISIONE JULIA62,04023,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC82800Q,PIETRO M.CORRADINI,RMEE82801T,PONTE LINARI,VIA DEL MURO LINARI 46,00173,SCUOLA PRIMARIA
LAZIO,VEROLI,FROSINONE,FRIC86100L,I.C. 1^ VEROLI,FRAA86103G,VEROLI CROCIFISSO,VIA CROCIFISSO,03029,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8EY00G,VIA LUCA GHINI,RMAA8EY01C,VIA DEI SALICI,VIA DEI SALICI 27,00172,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8GS00T,IC OCTAVIA,RMEE8GS032,MONTE ARSICCIO,VIA CIAMPOLI 21,00135,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIS10800G,VIA SILVESTRI 301,RMTF10850C,VIA SILVESTRI - PERC. II LIV.,Non Disponibile,Non Disponibile,ISTITUTO TECNICO INDUSTRIALE
LAZIO,NETTUNO,ROMA,RMIC8D1006,IC NETTUNO II,RMAA8D1024,FRATELLI GRIMM,VIA CAPITAN DANTE CANDUCCI 15,00048,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIS00800P,IS LEOPOLDO PIRELLI,RMTD00851A,"""LEOPOLDO PIRELLI"" RAG. SIRIO",VIA ROCCA DI PAPA 113,00179,ISTITUTO TECNICO COMMERCIALE
LAZIO,TIVOLI,ROMA,RMPM07000R,ISABELLA D'ESTE,RMPM07000R,ISABELLA D'ESTE,LARGO GIOVANNA BAJA 9,00019,ISTITUTO MAGISTRALE
LAZIO,VALLECORSA,FROSINONE,FRIC814003,I.C. CASTRO DEI VOLSCI,FREE814026,SCUOLA ELEMENTARE VALLECORSA,VIA LAURETTI,03020,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIS03300B,CARLO URBANI,RMPM03301V,CARLO URBANI,VIA DELL'IDROSCALO,00121,ISTITUTO MAGISTRALE
LAZIO,ARTENA,ROMA,RMIC8DB002,ISTITUTO COMPRENSIVO ARTENA,RMEE8DB036,ARTENA - PONTE DEL COLLE,CONTRADA ABBAZIA,00031,SCUOLA PRIMARIA
LAZIO,FORMIA,LATINA,LTIC812003,IST. COMPRENSIVO P. MATTEJ,LTEE812037,SCUOLA PRIMARIA GIANNI RODARI,VIA PALAZZO 70,04023,SCUOLA PRIMARIA
LAZIO,MENTANA,ROMA,RMIC8DP005,IC CITTA'DEI BAMBINI,RMAA8DP023,VIA BRUNELLESCHI,VIA BRUNELLESCHI,00013,SCUOLA INFANZIA
LAZIO,GUIDONIA MONTECELIO,ROMA,RMIC89900T,IC ALBERTO MANZI-GUIDONIA,RMMM89901V,T. MINNITI GUIDONIA MONTECELIO,VIA TRENTO S.N.C.,00012,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8FB007,ICS HYPATIA,RMAA8FB014,VIA POSEIDONE,VIA POSEIDONE 39,00133,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIS08100R,ENZO FERRARI,RMTF081019,VALLAURI - HERTZ,VIA GROTTAFERRATA76,00178,ISTITUTO TECNICO INDUSTRIALE
LAZIO,ROMA,ROMA,RMIC8FA00B,IC VIA CASALE DEL FINOCCHIO,RMEE8FA01D,EX P.M.KOLBE,VIA CAMPOFIORITO 164,00132,SCUOLA PRIMARIA
LAZIO,CISTERNA DI LATINA,LATINA,LTIS00100R,I.I.S. CAMPUS DEI LICEI - M. RAMADU'-,LTIS00100R,I.I.S. CAMPUS DEI LICEI - M. RAMADU'-,VIA RIMINI 1,04012,ISTITUTO SUPERIORE
LAZIO,ROMA,ROMA,RMIC8CP00E,IC CASTELVERDE,RMIC8CP00E,IC CASTELVERDE,VIA MASSA SAN GIULIANO 131,00132,ISTITUTO COMPRENSIVO
LAZIO,VILLA SANTA LUCIA,FROSINONE,FRIC82500D,I.C. PIEDIMONTE SAN GERMANO,FRMM82502G,SEZ.STAC. VILLA S.LUCIA,LOCALITA' PITTONI,03030,SCUOLA PRIMO GRADO
LAZIO,FALERIA,VITERBO,VTIC81600G,IST.COMPR. XXV APRILE,VTEE81606V,VALENTINA MATTEUCCI,VIA BELVEDERE 36,01030,SCUOLA PRIMARIA
LAZIO,MARTA,VITERBO,VTIC80100T,"I.C. "" PAOLO RUFFINI""",VTEE801043,SC. PRIMARIA MONS. L. TARQUINI,LARGO DANTE ALIGHIERI N. 3,01010,SCUOLA PRIMARIA
LAZIO,CIVITAVECCHIA,ROMA,RMIS10100R,VIA DELL'IMMACOLATA 47,RMIS10100R,VIA DELL'IMMACOLATA 47,VIA DELL'IMMACOLATA 47,00053,ISTITUTO SUPERIORE
LAZIO,POGGIO NATIVO,RIETI,RIIC81700P,"""PROF. FERRUCCIO ULIVI""",RIAA81709X,CASALI DI P.N.,VIA ARCHIPIGLIONE,02030,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8G5009,IC VIA MAFFI,RMEE8G502C,VIA MAGLIONE,VIA MAGLIONE 15,00168,SCUOLA PRIMARIA
LAZIO,AQUINO,FROSINONE,FRIC82300T,I. C. AQUINO,FRIC82300T,I. C. AQUINO,V.LE MANZONI SNC,03031,ISTITUTO COMPRENSIVO
LAZIO,MARINO,ROMA,RMIC8A7009,PRIMO LEVI,RMAA8A7049,MARINO - CAVA DEI SELCI,VIA FANTINOLI,00047,SCUOLA INFANZIA
LAZIO,LATINA,LATINA,LTIC85000T,I.C. O.FREZZOTTI - CORRADINI,LTAA85001P,VIA QUARTO,VIA QUARTO,04100,SCUOLA INFANZIA
LAZIO,MENTANA,ROMA,RMIC8DP005,IC CITTA'DEI BAMBINI,RMIC8DP005,IC CITTA'DEI BAMBINI,VIA SAN GIORGIO 25,00013,ISTITUTO COMPRENSIVO
LAZIO,CASSINO,FROSINONE,FRIC855009,I. C. 3 CASSINO,FRAA85505A,CASSINO S. ANGELO IN THEODICE,CORSO TRIESTE 53,03043,SCUOLA INFANZIA
LAZIO,MONTEFIASCONE,VITERBO,VTIC82800T,I.C. MONTEFIASCONE,VTIC82800T,I.C. MONTEFIASCONE,VIA CASSIA NUOVA 1,01027,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8FU00V,"I.C. ""MARGHERITA HACK""",RMAA8FU02R,V. H. GIROLAMI,VIA MANASSEI 60,00151,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMPS24000N,MORGAGNI,RMPS24000N,MORGAGNI,VIA FONTEIANA 125,00152,LICEO SCIENTIFICO
